date;title;artist;danceability
2006-04-29;Where'd You Go;fort minor;684
2006-04-29;Save The Last Dance For Me;michael buble;0.54
2006-04-22;You And Me;lifehouse;458
2006-04-22;Gold Digger;kanye west;638
2006-04-22;My Humps;the black eyed peas;0.8
2006-04-22;Photograph;nickelback;513
2006-04-22;Looking For You;kirk franklin;0.81
2006-04-22;L.O.V.E.;ashlee simpson;592
2006-04-22;Touch The Sky;kanye west;597
2006-04-22;Gold Lion;yeah yeah yeahs;518
2006-04-22;Every Day Is Exactly The Same;nine inch nails;0.62
2006-04-15;Sugar, We're Goin' Down;fall out boy;499
2006-04-15;Stickwitu;the pussycat dolls;652
2006-04-15;When I Get Where I'm Going;brad paisley;497
2006-04-15;Rodeo;juvenile;669
2006-04-15;Perfect Situation;weezer;474
2006-04-15;Cheatin';sara evans;461
2006-04-15;Breaking Free;zac efron, andrew seeley;717
2006-04-15;Stupid Girls;p!nk;686
2006-04-15;Sorry;madonna;0.6
2006-04-15;Lo Que Me Gusta A Mi;juanes;684
2006-04-08;Kerosene;miranda lambert;628
2006-04-08;Oh Yes (aka 'Postman');juelz santana;752
2006-04-08;Lights And Sounds;yellowcard;344
2006-04-08;Betcha Can't Do It Like Me;d4l;901
2006-04-08;Bring Out The Freak In You;lil rob;948
2006-04-08;Talk;coldplay;413
2006-04-08;Goodbye My Lover;james blunt;432
2006-04-08;Animals;nickelback;572
2006-04-08;Wasteland;10 years;391
2006-04-08;Llame Pa' Verte;wisin;856
2006-04-01;Feel Good Inc;gorillaz;818
2006-04-01;Kryptonite (I'm On It);purple ribbon all-stars;755
2006-04-01;Gotta Go;trey songz;675
2006-04-01;My Hood;young jeezy;829
2006-04-01;Crash;gwen stefani;781
2006-03-25;We Be Burnin';sean paul;0.95
2006-03-25;Laffy Taffy;d4l;891
2006-03-25;One Wish;ray j;755
2006-03-25;There It Go! (The Whistle Song);juelz santana;947
2006-03-25;Nasty Girl;the notorious b.i.g.;833
2006-03-25;Dare;gorillaz;0.76
2006-03-25;In The Deep;bird york;558
2006-03-18;I Think They Like Me;dem franchize boyz;781
2006-03-18;Honky Tonk Badonkadonk;trace adkins;536
2006-03-18;Turn It Up;chamillionaire;867
2006-03-18;Hung Up;madonna;0.64
2006-03-18;Luxurious;gwen stefani;806
2006-03-18;When I'm Gone;eminem;535
2006-03-18;Just Might (Make Me Believe);sugarland;478
2006-03-18;Who I Am Hates Who I've Been;relient k;396
2006-03-18;Wings Of A Butterfly;him;432
2006-03-11;Don't Forget About Us;mariah carey;704
2006-03-11;Boondocks;little big town;0.41
2006-03-11;She Let Herself Go;george strait;657
2006-03-11;Fireman;lil wayne;469
2006-03-11;Black Sweat;prince;926
2006-03-04;Must Be Doin' Somethin' Right;billy currington;483
2006-03-04;If It's Lovin' That You Want;rihanna;0.51
2006-03-04;My Old Friend;tim mcgraw;458
2006-03-04;Get'cha Head In The Game;andrew seeley;unknown
2006-03-04;Start Of Something New;zac efron, andrew seeley;unknown
2006-03-04;We're All In This Together;high school musical cast;759
2006-03-04;Cowboys Are Frequently Secretly (Fond Of Each Other);willie nelson;624
2006-02-25;Stay Fly;three 6 mafia;788
2006-02-25;Like We Never Loved At All;faith hill;497
2006-02-25;Georgia;ludacris;452
2006-02-25;What I've Been Looking For;lucas grabeel;628
2006-02-25;In The Sun;michael stipe;unknown
2006-02-18;I'm Sprung;t-pain;722
2006-02-18;Better Days;goo goo dolls;486
2006-02-18;Here We Go;trina;811
2006-02-18;Tequila Makes Her Clothes Fall Off;joe nichols;658
2006-02-18;Hypnotize;system of a down;274
2006-02-18;Bat Country;avenged sevenfold;541
2006-02-18;Goodbye For Now;p.o.d.;524
2006-02-18;Stick To The Status Quo;high school musical cast;516
2006-02-18;Bop To The Top;lucas grabeel;668
2006-02-11;Soul Survivor;young jeezy;671
2006-02-11;Soul Meets Body;death cab for cutie;621
2006-02-11;I Should Have Cheated;keyshia cole;358
2006-02-11;Heard 'Em Say;kanye west;736
2006-02-11;We Belong Together;gavin degraw;547
2006-02-11;Breaking Free;zac efron;717
2006-02-11;Get'cha Head In The Game;zac efron;unknown
2006-02-11;Start Of Something New;zac efron;unknown
2006-02-11;What I've Been Looking For;lucas gabreel;unknown
2006-02-11;Bop To The Top;lucas gabreel;unknown
2006-02-11;What I've Been Looking For (Reprise);zac efron;unknown
2006-02-11;When There Was Me And You;vanessa anne hudgens;unknown
2006-02-04;Beverly Hills;weezer;542
2006-02-04;We Belong Together;mariah carey;841
2006-02-04;Don't Cha;the pussycat dolls;875
2006-02-04;Wake Me Up When September Ends;green day;546
2006-02-04;Come A Little Closer;dierks bentley;585
2006-02-04;Boyfriend;ashlee simpson;706
2006-02-04;Unbreakable;alicia keys;526
2006-02-04;Have A Nice Day;bon jovi;492
2006-02-04;Miss Me Baby;chris cagle;514
2006-02-04;Twisted Transistor;korn;583
2006-01-28;Who You'd Be Today;kenny chesney;646
2006-01-28;Good Ride Cowboy;garth brooks;0.55
2006-01-28;DOA;foo fighters;462
2006-01-28;Save Me;shinedown;524
2006-01-28;Hit The Floor;twista;0.92
2006-01-21;Shake It Off;mariah carey;766
2006-01-21;Girl Tonite;twista;704
2006-01-21;Better Life;keith urban;0.62
2006-01-21;Skin (Sarabeth);rascal flatts;487
2006-01-21;Seasons Of Love;cast of rent;0.44
2006-01-21;Window Shopper;50 cent;542
2006-01-21;Remedy;seether;548
2006-01-14;Shake;ying yang twins;913
2006-01-14;More Than Words;frankie j;733
2006-01-14;Best I Ever Had;gary allan;421
2006-01-14;Presidential;youngbloodz;682
2006-01-14;Fireman;lil' wayne;469
2006-01-14;Don't Bother;shakira;611
2006-01-14;Confessions Of A Broken Heart (Daughter To Father);lindsay lohan;574
2006-01-14;Fix You;coldplay;209
2006-01-14;Comin' To Your City;big;559
2006-01-14;Pretty Vegas;inxs;624
2006-01-14;Stricken;disturbed;404
2006-01-14;The Ghost Of You;my chemical romance;202
2006-01-04;Rakata;wisin;743
2005-12-31;Big Blue Note;toby keith;746
2005-12-24;Like You;bow wow;575
2005-12-24;Belly Dancer (Bananza);akon;809
2005-12-24;Don't Lie;the black eyed peas;494
2005-12-24;Can I Have It Like That;pharrell;778
2005-12-24;Only;nine inch nails;717
2005-12-24;Amor Eterno;christian castro;512
2005-12-17;Your Body;pretty ricky;827
2005-12-17;Something To Be Proud Of;montgomery gentry;645
2005-12-17;Lighters Up;lil' kim;624
2005-12-17;I'm Feeling You;santana;571
2005-12-17;Ella Y Yo;aventura;726
2005-12-17;Welcome 2 Detroit;trick-trick;583
2005-12-10;Behind These Hazel Eyes;kelly clarkson;548
2005-12-10;Pon de Replay;rihanna;768
2005-12-10;Just The Girl;the click five;571
2005-12-10;Redneck Yacht Club;craig morgan;485
2005-12-10;Good Is Good;sheryl crow;474
2005-12-10;(I Never Promised You A) Rose Garden;martina mcbride;577
2005-12-03;La Tortura;shakira feat. alejandro sanz;0.74
2005-12-03;Listen To Your Heart;d.h.t.;539
2005-12-03;Play;david banner;834
2005-12-03;Home;michael buble;545
2005-12-03;Probably Wouldn't Be This Way;leann rimes;613
2005-12-03;You're Like Comin' Home;lonestar;625
2005-12-03;Billy's Got His Beer Goggles On;neal mccoy;715
2005-12-03;Hustler's Ambition;50 cent;0.63
2005-11-26;Lose Control;missy elliott;901
2005-11-26;Cool;gwen stefani;705
2005-11-26;This Is How A Heart Breaks;rob thomas;605
2005-11-26;Outta Control (Remix);50 cent feat. mobb deep;763
2005-11-26;Stay With Me (Brass Bed);josh gracin;328
2005-11-26;Naked;marques houston;765
2005-11-26;All These Things That I've Done;the killers;558
2005-11-26;Doesn't Remind Me;audioslave;439
2005-11-19;La Tortura;shakira;0.74
2005-11-19;A Real Fine Place To Start;sara evans;585
2005-11-19;Badd;ying yang twins;585
2005-11-19;Somebody's Hero;jamie o'neal;493
2005-11-19;Stars;switchfoot;527
2005-11-12;Holiday;green day;0.29
2005-11-12;These Words;natasha bedingfield;734
2005-11-12;I'm A King;p$c;0.73
2005-11-12;If You Were Mine;marcos hernandez;609
2005-11-12;Shine On;ryan cabrera;505
2005-11-12;I Don't Care;ricky martin;853
2005-11-12;Hear 'Em Say;kanye west;unknown
2005-11-12;Precious;depeche mode;566
2005-11-05;Let Me Hold You;bow wow;816
2005-11-05;Right Here;staind;492
2005-11-05;Charlie Last Name: Wilson;charlie wilson;653
2005-11-05;Hicktown;jason aldean;697
2005-10-29;Since U Been Gone;kelly clarkson;662
2005-10-29;Scars;papa roach;455
2005-10-29;Mr. Brightside;the killers;0.33
2005-10-29;Hollaback Girl;gwen stefani;0.92
2005-10-29;Alcohol;brad paisley;552
2005-10-29;All Jacked Up;gretchen wilson;396
2005-10-29;Do You Want To;franz ferdinand;413
2005-10-29;And I;ciara;691
2005-10-22;Must Be Nice;lyfe jennings;446
2005-10-22;Pimpin' All Over The World;ludacris;0.69
2005-10-22;Mississippi Girl;faith hill;499
2005-10-22;Play Something Country;brooks;684
2005-10-22;Helena (So Long & Goodnight);my chemical romance;356
2005-10-22;Juicebox;the strokes;462
2005-10-15;Don't Phunk With My Heart;the black eyed peas;686
2005-10-15;Get It Poppin';fat joe;905
2005-10-15;As Good As I Once Was;toby keith;668
2005-10-15;Back Then;mike jones;695
2005-10-15;Tell Me;bobby valentino;654
2005-10-15;Welcome To Jamrock;"damian ""jr. gong"" marley";835
2005-10-15;Footprints;t.o.k.;694
2005-10-08;Lonely No More;rob thomas;622
2005-10-08;Cater 2 U;destiny's child;605
2005-10-08;Georgia Rain;trisha yearwood;528
2005-10-08;Wake Up;hilary duff;627
2005-10-01;Best Of You;foo fighters;377
2005-10-01;Something More;sugarland;0.59
2005-10-01;How To Deal;frankie j;749
2005-10-01;Make Her Feel Good;teairra mari;0.82
2005-10-01;So Seductive;tony yayo;586
2005-10-01;And Then What;young jeezy;755
2005-10-01;Axel F;crazy frog;852
2005-10-01;Sittin' Sidewayz;paul wall;721
2005-10-01;Who Did You Think I Was;john mayer trio;232
2005-10-01;Good Times;tommy lee;0.49
2005-09-24;Just A Lil Bit;50 cent;696
2005-09-24;Diamonds From Sierra Leone;kanye west;658
2005-09-24;Summer Nights;lil rob;485
2005-09-24;Do You Want Fries With That;tim mcgraw;604
2005-09-24;Help Somebody;van zant;499
2005-09-24;Gotta Getcha;jermaine dupri;752
2005-09-24;These Boots Are Made For Walkin';jessica simpson;778
2005-09-24;Gotta Make It;trey songz;753
2005-09-24;Just Want You To Know;backstreet boys;709
2005-09-17;Collide;howie day;582
2005-09-17;Speed Of Sound;coldplay;523
2005-09-17;Fast Cars And Freedom;rascal flatts;617
2005-09-17;Give Me That;webbie;667
2005-09-17;Inside Your Heaven;carrie underwood;378
2005-09-17;Outta Control;50 cent;763
2005-09-10;Switch;will smith;0.88
2005-09-10;Grind With Me;pretty ricky;0.7
2005-09-10;Free Yourself;fantasia;717
2005-09-10;Dem Boyz;boyz n da hood;782
2005-09-03;Let Me Go;3 doors down;367
2005-09-03;Making Memories Of Us;keith urban;687
2005-09-03;Incomplete;backstreet boys;437
2005-09-03;Untitled (How Can This Happen To Me?);simple plan;208
2005-09-03;Don't Worry 'Bout A Thing;shedaisy;694
2005-09-03;Outta Control (Remix);50 cent;761
2005-08-27;Oh;ciara;0.8
2005-08-27;Chariot;gavin degraw;281
2005-08-27;B.Y.O.B.;system of a down;554
2005-08-27;I Can't Stop Loving You;kem;0.7
2005-08-27;Dreams;the game;621
2005-08-27;Playa's Only;r. kelly;818
2005-08-27;Nada Es Para Siempre;luis fonsi;509
2005-08-20;The Hand That Feeds;nine inch nails;595
2005-08-20;Trapped In The Closet;r. kelly;0.8
2005-08-20;Pickin' Wildflowers;keith anderson;561
2005-08-20;Inside Your Heaven;bo bice;513
2005-08-20;Wordplay;jason mraz;464
2005-08-20;Be My Escape;relient k;557
2005-08-20;Girl;beck;681
2005-08-13;Baby I'm Back;baby bash;903
2005-08-13;Girl;destiny's child;564
2005-08-13;You'll Be There;george strait;585
2005-08-13;Go!;common;842
2005-08-06;Lot Of Leavin' Left To Do;dierks bentley;0.57
2005-08-06;Keg In The Closet;kenny chesney;654
2005-08-06;Goodbye Time;blake shelton;472
2005-08-06;Energy;natalie;582
2005-08-06;ASAP;t.i.;0.79
2005-07-30;Boulevard Of Broken Dreams;green day;0.29
2005-07-30;Slow Down;bobby valentino;563
2005-07-30;Like You;daddy yankee;806
2005-07-30;Ass Like That;eminem;505
2005-07-30;My Sister;reba mcentire;544
2005-07-30;Touch;omarion;815
2005-07-30;Notice Me;nb ridaz;708
2005-07-23;1, 2 Step;ciara;805
2005-07-23;Wait (The Whisper Song);ying yang twins;933
2005-07-23;I'm A Hustla;cassidy;727
2005-07-23;Be Yourself;audioslave;422
2005-07-23;American Baby;dave matthews band;0.69
2005-07-23;If Something Should Happen;darryl worley;0.55
2005-07-23;Don't Ask Me How I Know;bobby pinson;529
2005-07-23;Sgt. Pepper's Lonely Hearts Club Band;paul mccartney;339
2005-07-16;Sugar (Gimme Some);trick daddy;822
2005-07-16;Hate It Or Love It;the game;807
2005-07-16;Girlfight;brooke valentine;523
2005-07-16;U Already Know;112;677
2005-07-16;The Talkin' Song Repair Blues;alan jackson;469
2005-07-09;Breakaway;kelly clarkson;446
2005-07-09;Live Like You Were Dying;tim mcgraw;386
2005-07-09;Candy Shop;50 cent;581
2005-07-09;Lonely;akon;0.62
2005-07-09;Sitting, Waiting, Wishing;jack johnson;764
2005-07-09;How Could You;mario;843
2005-07-09;Breathe (2 A.M.);anna nalick;386
2005-07-09;All Because Of You;marques houston;459
2005-07-09;Blue Orchid;the white stripes;482
2005-07-09;An Honest Mistake;the bravery;481
2005-07-02;My Give A Damn's Busted;jo dee messina;665
2005-07-02;Almost;bowling for soup;546
2005-07-02;Songs About Me;trace adkins;582
2005-07-02;La Camisa Negra;juanes;764
2005-07-02;Errtime;nelly;873
2005-06-25;Let Me Love You;mario;622
2005-06-25;Disco Inferno;50 cent;921
2005-06-25;Rich Girl;gwen stefani;863
2005-06-25;1 Thing;amerie;636
2005-06-25;Goin' Crazy;natalie;619
2005-06-25;Anything But Mine;kenny chesney;501
2005-06-25;Again;faith evans;502
2005-06-18;Obsession (No Es Amor);frankie j;649
2005-06-18;That's What I Love About Sunday;craig morgan;594
2005-06-18;Gone;montgomery gentry;647
2005-06-18;Number One Spot;ludacris;478
2005-06-18;Homewrecker;gretchen wilson;496
2005-06-18;Da MVP;mary j. blige;762
2005-06-18;Feel Good Inc;gorillaz/de la soul;758
2005-06-11;Karma;alicia keys;727
2005-06-11;Caught Up;usher;817
2005-06-11;Some Cut;trillville;901
2005-06-11;It's Like That;mariah carey;795
2005-06-11;Look What You've Done;jet;398
2005-06-11;What's A Guy Gotta Do;joe nichols;637
2005-06-11;Still Tippin';mike jones;0.86
2005-06-04;How We Do;the game;578
2005-06-04;Truth Is;fantasia;707
2005-06-04;U Don't Know Me;t.i.;779
2005-06-04;O;omarion;741
2005-06-04;Nothin' To Lose;josh gracin;612
2005-06-04;She's No You;jesse mccartney;598
2005-05-28;If Heaven;andy griggs;523
2005-05-28;It's Getting Better All The Time;brooks;459
2005-05-28;E-Pro;beck;622
2005-05-28;I'll Take That As A Yes (The Hot Tub Song);phil vassar;653
2005-05-28;When You Tell Me That You Love Me;american idol finalists season 4;377
2005-05-28;All Because Of You;marques houston;459
2005-05-21;Ordinary People;john legend;469
2005-05-21;Sunday Morning;maroon 5;594
2005-05-21;Signs;snoop dogg;933
2005-05-21;Drugs Or Jesus;tim mcgraw;498
2005-05-21;Happy?;mudvayne;546
2005-05-14;Okay;nivea;779
2005-05-14;Mockingbird;eminem;592
2005-05-14;Get Right;jennifer lopez;741
2005-05-14;Honky Tonk U;toby keith;633
2005-05-14;So Much More;fat joe;599
2005-05-14;Under Pressure;the used and my chemical romance;547
2005-05-14;MVP;mary j. blige;762
2005-05-14;Class Reunion (That Used To Be Us);lonestar;589
2005-05-14;Trapped In The Closet (Chapter 1 Of 5);r. kelly;0.8
2005-05-07;Jerk It Out;caesars;0.58
2005-05-07;Hold You Down;jennifer lopez;674
2005-04-30;She Will Be Loved;maroon 5;695
2005-04-30;I Don't Want To Be;gavin degraw;423
2005-04-30;Bless The Broken Road;rascal flatts;599
2005-04-30;Baby Mama;fantasia;658
2005-04-30;Somewhere Only We Know;keane;458
2005-04-30;God's Will;martina mcbride;398
2005-04-30;How Do You Get That Lonely;blaine larsen;594
2005-04-30;Sometimes You Can't Make It On Your Own;u2;527
2005-04-30;Hello Tomorrow;squeak e. clean;0.66
2005-04-23;Drop It Like It's Hot;snoop dogg;881
2005-04-23;Lovers And Friends;lil jon;675
2005-04-23;Beautiful Soul;jesse mccartney;661
2005-04-23;Baby Girl;sugarland;382
2005-04-23;TRUE;ryan cabrera;598
2005-04-23;Lady;lenny kravitz;808
2005-04-23;I May Hate Myself In The Morning;lee ann womack;0.44
2005-04-23;Little Sister;queens of the stone age;0.37
2005-04-23;In The Kitchen;r. kelly;713
2005-04-23;Grind With Me;pretty rickie;0.7
2005-04-16;Soldier;destiny's child;873
2005-04-16;Bring Em Out;t.i.;759
2005-04-16;Mud On The Tires;brad paisley;448
2005-04-16;You're My Better Half;keith urban;655
2005-04-16;Devils & Dust;bruce springsteen;638
2005-04-16;Do Somethin';britney spears;845
2005-04-09;Daughters;john mayer;532
2005-04-09;Give A Little Bit;goo goo dolls;557
2005-04-09;Numb/Encore;jay-z/linkin park;685
2005-04-09;Let Them Be Little;billy dean;531
2005-04-09;Like Toy Soldiers;eminem;668
2005-04-09;Cry Baby/Piece Of My Heart;melissa etheridge;318
2005-04-09;Sooner Or Later;breaking benjamin;485
2005-04-09;So What The Fuss;stevie wonder;775
2005-04-02;Get Back;ludacris;582
2005-04-02;Karma;lloyd banks;523
2005-04-02;Nobody's Home;avril lavigne;342
2005-04-02;I Just Wanna Live;good charlotte;803
2005-04-02;Bitches Ain't S**t;ben folds;396
2005-04-02;Hollaback;gwen stefani;0.92
2005-03-26;Over And Over;nelly;684
2005-03-26;Gasolina;daddy yankee;855
2005-03-26;Awful, Beautiful Life;darryl worley;624
2005-03-26;Only U;ashanti;601
2005-03-26;Trying To Find Atlantis;jamie o'neal;0.61
2005-03-26;The Widow;the mars volta;356
2005-03-26;Piggy Bank;50 cent;586
2005-03-26;Why Do You Love Me;garbage;472
2005-03-19;Nothin 'Bout Love Makes Sense;leann rimes;656
2005-03-19;Monday Morning Church;alan jackson;557
2005-03-19;Let's Get Blown;snoop dogg;927
2005-03-19;Baby;fabolous;0.84
2005-03-19;Hope;twista;903
2005-03-19;N Dey Say;nelly;867
2005-03-19;I'm Not Okay (I Promise);my chemical romance;0.21
2005-03-12;Goodies;ciara;826
2005-03-12;Some Beach;blake shelton;787
2005-03-12;What U Gon' Do;lil jon;838
2005-03-12;Welcome To My Life;simple plan;421
2005-03-12;La La;ashlee simpson;529
2005-03-12;Home;three days grace;366
2005-03-12;Shut Up;simple plan;507
2005-03-05;My Boo;usher and alicia keys;662
2005-03-05;What You Waiting For?;gwen stefani;676
2005-03-05;He Gets That From Me;reba mcentire;646
2005-03-05;Across The Universe;various artists;261
2005-03-05;U Already Know;112;677
2005-02-26;Lose My Breath;destiny's child;815
2005-02-26;Wonderful;ja rule;662
2005-02-26;Back When;tim mcgraw;604
2005-02-26;Encore;eminem;592
2005-02-26;Landed;ben folds;413
2005-02-26;We Will Become Silhouettes;the postal service;588
2005-02-19;Vertigo;u2;391
2005-02-19;Tempted To Touch;rupee;878
2005-02-19;Shorty Wanna Ride;young buck;586
2005-02-19;New York;ja rule;727
2005-02-19;When I Think About Cheatin';gretchen wilson;496
2005-02-19;Pain;jimmy eat world;396
2005-02-19;Down And Out;cam'ron;735
2005-02-12;Let's Go;trick daddy;748
2005-02-12;Dare You To Move;switchfoot;439
2005-02-12;Go D.J.;lil wayne;0.74
2005-02-12;Just Lose It;eminem;963
2005-02-12;U Make Me Wanna;jadakiss;533
2005-02-12;Soldier;destiny's child;878
2005-02-12;Holy Water;big;536
2005-02-12;Goin Crazy;natalie;619
2005-02-05;One Thing;finger eleven;597
2005-02-05;Fall To Pieces;velvet revolver;464
2005-02-05;Baby It's You;jojo;0.9
2005-02-05;Balla Baby;chingy;928
2005-02-05;The Woman With You;kenny chesney;0.55
2005-02-05;How Am I Doin';dierks bentley;528
2005-02-05;Getting Away With Murder;papa roach;578
2005-02-05;Take Me Home;terror squad;803
2005-02-05;I Smoke, I Drank;body head bangerz;721
2005-02-05;Party For Two;shania twain;739
2005-02-05;Vitamin R (Leading Us Along);chevelle;481
2005-02-05;I Changed My Mind;keyshia cole;467
2005-02-05;You're The One;guerilla black;0.85
2005-02-05;Gotta Go Solo;patti labelle;658
2005-02-05;Perdidos;monchy;0.84
2005-02-05;Ghetto;akon;562
2005-02-05;Thugs Get Lonely Too;2pac;805
2005-02-05;I'll Be Around;daryl hall;875
2005-01-29;On The Way Down;ryan cabrera;0.5
2005-01-29;Charlene;anthony hamilton;556
2005-01-29;Nothing On But The Radio;gary allan;682
2005-01-29;Mr. Mom;lonestar;514
2005-01-29;Breathe;fabolous;713
2005-01-29;Dangerously In Love;beyonce;646
2005-01-29;Hold You Down;the alchemist;802
2005-01-22;Lean Back;terror squad;0.7
2005-01-22;Oye Mi Canto;n.o.r.e.;687
2005-01-22;Broken;seether;444
2005-01-22;1985;bowling for soup;607
2005-01-22;So Cold;breaking benjamin;481
2005-01-22;Hush;ll cool j;777
2005-01-22;Come Home Soon;shedaisy;461
2005-01-15;My Happy Ending;avril lavigne;419
2005-01-15;Somebody Told Me;the killers;0.5
2005-01-15;In A Real Love;phil vassar;575
2005-01-15;Real Big;mannie fresh;725
2005-01-15;A Rose By Any Other Name;teena marie;693
2005-01-04;Cold;crossfade;451
2005-01-04;Nolia Clap;juvenile, wacko;786
2005-01-04;That's What It's All About;brooks;515
2005-01-01;Knuck If You Buck;crime mob;865
2005-01-01;American Idiot;green day;0.38
2005-01-01;You're My Everything;anita baker;762
2004-12-25;Diary;alicia keys;664
2004-12-25;I Hate Everything;george strait;0.59
2004-12-25;Call My Name;prince;648
2004-12-25;Used To Love U;john legend;661
2004-12-25;Hey Now (Mean Muggin);xzibit;672
2004-12-18;Let's Get It Started;black eyed peas;784
2004-12-18;Suds In The Bucket;sara evans;511
2004-12-18;Big Chips;r. kelly;0.76
2004-12-11;Locked Up;akon;823
2004-12-11;Just Like You;three days grace;373
2004-12-11;Breathe, Stretch, Shake;mase;531
2004-12-11;Bridging The Gap;nas;671
2004-12-04;This Love;maroon 5;714
2004-12-04;If I Ain't Got You;alicia keys;609
2004-12-04;The Reason;hoobastank;473
2004-12-04;Heaven;los lonely boys;664
2004-12-04;My Place;nelly;0.62
2004-12-04;Breaking The Habit;linkin park;579
2004-12-04;Days Go By;keith urban;587
2004-12-04;Stays In Mexico;toby keith;655
2004-12-04;(Reach Up For The) Sunrise;duran duran;621
2004-11-27;No Problem;lil scrappy;858
2004-11-27;Why?;jadakiss;602
2004-11-27;Here For The Party;gretchen wilson;656
2004-11-27;White Tee's;dem franchize boyz;882
2004-11-20;Sunshine;lil' flip;867
2004-11-20;Pieces Of Me;ashlee simpson;0.5
2004-11-20;Headsprung;ll cool j;575
2004-11-20;U Saved Me;r. kelly;651
2004-11-20;If Nobody Believed In You;joe nichols;682
2004-11-20;King Of The Dancehall;beenie man;0.8
2004-11-20;Hot 2Nite;new edition;748
2004-11-20;White Houses;vanessa carlton;596
2004-11-20;Rough & Ready;trace adkins;708
2004-11-20;So Sexy Chapter II (Like This);twista;597
2004-11-13;Yeah!;usher;894
2004-11-13;Dip It Low;christina milian;791
2004-11-13;She Thinks She Needs Me;andy griggs;497
2004-11-13;Feels Like Today;rascal flatts;236
2004-11-13;Flap Your Wings;nelly;906
2004-11-13;Nasty Girl;nitty;944
2004-11-13;Shadow;ashlee simpson;445
2004-11-13;Westside Story;the game;884
2004-11-06;Slow Motion;juvenile;711
2004-11-06;Turn Me On;kevin lyttle;677
2004-11-06;Accidentally In Love;counting crows;557
2004-11-06;Take Me Out;franz ferdinand;278
2004-11-06;Let's Get Away;t.i.;567
2004-10-30;I Like That;houston;806
2004-10-30;Shake That Sh**;shawnna;unknown
2004-10-30;Too Much Of A Good Thing;alan jackson;717
2004-10-30;You & Me;j-kwon;773
2004-10-30;Tilt Ya Head Back;nelly;834
2004-10-23;Leave (Get Out);jojo;0.64
2004-10-23;Move Ya Body;nina sky;876
2004-10-23;Jesus Walks;kanye west;427
2004-10-23;I Go Back;kenny chesney;513
2004-10-16;Confessions Part II;usher;845
2004-10-16;U Should've Known Better;monica;753
2004-10-16;Whiskey Lullaby;brad paisley;587
2004-10-16;So Sexy;twista;868
2004-10-16;Feelin' Way Too Damn Good;nickelback;0.51
2004-10-16;Girls Lie Too;terri clark;489
2004-10-09;Meant To Live;switchfoot;396
2004-10-09;Still In Love;teena marie;726
2004-10-09;Float On;modest mouse;649
2004-10-09;I Got A Feelin';billy currington;638
2004-10-09;Away From The Sun;3 doors down;532
2004-10-09;Let Me In;young buck;549
2004-10-09;Car Wash;christina aguilera;794
2004-10-09;Let's Go;trick daddy;748
2004-10-09;Whatever U Want;christina milian;791
2004-10-02;Burn;usher;796
2004-10-02;Southside;lloyd;627
2004-10-02;Somebody;reba mcentire;0.52
2004-10-02;I Want To Live;josh gracin;448
2004-10-02;Break Down Here;julie roberts;641
2004-10-02;My Boo;usher;662
2004-10-02;Let's Go (2004);trick daddy;748
2004-09-25;Freek-A-Leek;petey pablo;756
2004-09-25;Slither;velvet revolver;478
2004-09-25;On Fire;lloyd banks;635
2004-09-25;Ocean Avenue;yellowcard;486
2004-09-25;Save A Horse (Ride A Cowboy);big;0.7
2004-09-18;Whats Happnin!;ying yang twins;828
2004-09-18;Everytime;britney spears;0.56
2004-09-18;How Come;d12;745
2004-09-18;Oye Mi Canto;n.o.r.e., gemstar, big mato, nina sky;687
2004-09-18;Who Is She 2 U;brandy;0.6
2004-09-11;I Don't Wanna Know;mario winans;0.84
2004-09-11;Love Song;311;693
2004-09-11;Whiskey Girl;toby keith;645
2004-09-11;Selfish;slum village;709
2004-09-11;I Believe;fantasia;525
2004-09-11;Freaks;play-n-skillz;784
2004-09-11;How Did You Know?;mynt;694
2004-09-04;Culo;pitbull;858
2004-09-04;Loco;david lee murphy;549
2004-09-04;Scandalous;mis-teeq;734
2004-09-04;Outrageous;britney spears;823
2004-09-04;Oye Mi Canto;n.o.r.e., gemstar, big mato, nina sky;687
2004-08-28;If You Ever Stop Loving Me;montgomery gentry;443
2004-08-28;Got It Twisted;mobb deep;736
2004-08-28;Just For You;lionel richie;653
2004-08-28;Hey Good Lookin';jimmy buffett;646
2004-08-28;So Fly;nb ridaz;861
2004-08-28;How Far;martina mcbride;473
2004-08-28;New Day;patti labelle;737
2004-08-28;Storm;lenny kravitz;741
2004-08-21;Naughty Girl;beyonce;588
2004-08-21;Redneck Woman;gretchen wilson;0.51
2004-08-21;Hey Mama;black eyed peas;864
2004-08-21;Happy People;r. kelly;764
2004-08-21;Let's Be Us Again;lonestar;484
2004-08-21;Jook Gal (Wine Wine);elephant man;942
2004-08-21;Lying From You;linkin park;535
2004-08-21;Welcome Back;mase;764
2004-08-14;Here Without You;3 doors down;536
2004-08-14;My Immortal;evanescence;238
2004-08-14;Don't Tell Me;avril lavigne;525
2004-08-14;Cold Hard Bitch;jet;458
2004-08-14;Talk About Our Love;brandy;704
2004-08-14;Dreams;diana degarmo;0.56
2004-08-07;Tipsy;j-kwon;925
2004-08-07;Overnight Celebrity;twista;828
2004-08-07;8th World Wonder;kimberley locke;0.3
2004-08-07;Everything;alanis morissette;489
2004-07-31;Someday;nickelback;455
2004-07-31;Dude;beenie man;0.71
2004-07-31;Roses;outkast;751
